==============================================================================
  Time (s)    DT (s)  CV  NIT Max Residual    Fluid      Elapsed      Left    
      0.1699  0.46E-03  C  17 V1=0.81E-03     0.11s      37.87s       1.23h   
      0.1704  0.46E-03  C  16 V1=0.89E-03     0.11s      37.98s       1.23h   
      0.1709  0.52E-03  C  16 V1=0.86E-03     0.11s      38.09s       1.23h   
      0.1714  0.52E-03  C  16 V1=0.84E-03     0.11s      38.19s       1.23h   
      0.1719  0.52E-03  C  16 V1=0.82E-03     0.11s      38.30s       1.23h   
      0.1724  0.52E-03  C  16 V1=0.80E-03     0.11s      38.41s       1.23h   
      0.1729  0.52E-03  C  16 V1=0.78E-03     0.11s      38.52s       1.23h   
      0.1734  0.52E-03  C  15 V1=0.82E-03     0.10s      38.62s       1.23h   
      0.1740  0.57E-03  C  16 V1=0.65E-03     0.11s      38.73s       1.23h   
      0.1745  0.57E-03  C  15 V1=0.67E-03     0.10s      38.83s       1.23h   
      0.1751  0.57E-03  C  14 V1=0.69E-03     0.10s      38.93s       1.23h   
      0.1757  0.57E-03  C  14 V1=0.53E-03     0.10s      39.03s       1.23h   
      0.1763  0.57E-03  C  13 V1=0.50E-03     0.09s      39.12s       1.23h   
      0.1768  0.57E-03  C  13 V1=0.36E-03     0.09s      39.21s       1.23h   
      0.1775  0.64E-03  C  12 P0=0.40E-03     0.09s      39.30s       1.22h   
      0.1780  0.64E-03  C  12 P0=0.46E-03     0.09s      39.38s       1.22h   
      0.1787  0.64E-03  C  12 P0=0.42E-03     0.08s      39.47s       1.22h   
      0.1793  0.64E-03  C  12 P0=0.43E-03     0.09s      39.55s       1.22h   
      0.1800  0.64E-03  C  12 P0=0.44E-03     0.09s      39.64s       1.22h   
      0.1806  0.64E-03  C  12 P0=0.45E-03     0.08s      39.73s       1.22h   
      0.1813  0.71E-03  C  12 P0=0.46E-03     0.09s      39.81s       1.21h   
      0.1819  0.71E-03  C  12 P0=0.49E-03     0.09s      39.90s       1.21h   
      0.1826  0.71E-03  C  12 P0=0.46E-03     0.09s      39.99s       1.21h   
      0.1834  0.71E-03  C  12 P0=0.46E-03     0.09s      40.07s       1.21h   
      0.1841  0.71E-03  C  12 P0=0.46E-03     0.09s      40.16s       1.21h   
      0.1848  0.71E-03  C  12 P0=0.46E-03     0.09s      40.25s       1.20h   
      0.1856  0.79E-03  C  12 P0=0.44E-03     0.09s      40.34s       1.20h   
      0.1863  0.79E-03  C  12 P0=0.41E-03     0.09s      40.42s       1.20h   
      0.1870  0.79E-03  C  12 P0=0.42E-03     0.09s      40.51s       1.20h   
      0.1878  0.79E-03  C  12 P0=0.41E-03     0.09s      40.60s       1.19h   
      0.1886  0.79E-03  C  12 P0=0.40E-03     0.09s      40.68s       1.19h   
      0.1894  0.79E-03  C  12 P0=0.41E-03     0.09s      40.77s       1.19h   
      0.1903  0.87E-03  C  12 P0=0.47E-03     0.09s      40.86s       1.19h   
      0.1911  0.87E-03  C  12 P0=0.54E-03     0.09s      40.94s       1.18h   
      0.1919  0.87E-03  C  13 P0=0.59E-03     0.10s      41.04s       1.18h   
      0.1928  0.87E-03  C  14 P0=0.53E-03     0.10s      41.14s       1.18h   
      0.1937  0.87E-03  C  19 P0=0.72E-03     0.13s      41.27s       1.18h   
      0.1945  0.79E-03  C  12 P0=0.61E-03     0.19s      41.46s       1.18h   
      0.1953  0.79E-03  C  14 P0=0.59E-03     0.10s      41.56s       1.18h   
      0.1961  0.79E-03  C  14 P0=0.71E-03     0.10s      41.66s       1.17h   
      0.1968  0.79E-03  C  12 P0=0.47E-03     0.09s      41.75s       1.17h   
      0.1976  0.79E-03  C  12 P0=0.44E-03     0.09s      41.84s       1.17h   
      0.1985  0.87E-03  C  12 P0=0.43E-03     0.09s      41.93s       1.17h   
      0.1993  0.87E-03  C  12 P0=0.46E-03     0.09s      42.02s       1.16h   
      0.2002  0.87E-03  C  12 P0=0.51E-03     0.09s      42.11s       1.16h   
      0.2010  0.87E-03  C  12 P0=0.50E-03     0.09s      42.20s       1.16h   
      0.2019  0.87E-03  C  12 P0=0.47E-03     0.09s      42.29s       1.16h   
      0.2028  0.87E-03  C  12 P0=0.49E-03     0.09s      42.38s       1.15h   
      0.2038  0.97E-03  C  12 P0=0.52E-03     0.09s      42.46s       1.15h   
      0.2046  0.97E-03  C  12 P0=0.54E-03     0.09s      42.55s       1.15h   
      0.2056  0.97E-03  C  13 P0=0.36E-03     0.09s      42.65s       1.15h   
      0.2066  0.97E-03  C  13 P0=0.38E-03     0.10s      42.74s       1.14h   
      0.2075  0.97E-03  C  13 P0=0.39E-03     0.09s      42.84s       1.14h   
      0.2085  0.97E-03  C  13 P0=0.40E-03     0.09s      42.93s       1.14h   
      0.2096  0.11E-02  C  13 P0=0.43E-03     0.10s      43.03s       1.13h   
      0.2106  0.11E-02  C  13 P0=0.45E-03     0.09s      43.12s       1.13h   
      0.2116  0.11E-02  C  13 P0=0.49E-03     0.10s      43.22s       1.13h   
      0.2127  0.11E-02  C  13 P0=0.48E-03     0.10s      43.32s       1.12h   
      0.2138  0.11E-02  C  13 P0=0.50E-03     0.10s      43.41s       1.12h   
      0.2149  0.11E-02  C  13 P0=0.50E-03     0.10s      43.51s       1.12h   
      0.2161  0.12E-02  C  13 P0=0.51E-03     0.10s      43.60s       1.12h   
      0.2172  0.12E-02  C  13 P0=0.52E-03     0.10s      43.70s       1.11h   
      0.2184  0.12E-02  C  14 P0=0.34E-03     0.10s      43.80s       1.11h   
      0.2196  0.12E-02  C  14 P0=0.34E-03     0.10s      43.90s       1.10h   
      0.2208  0.12E-02  C  14 P0=0.35E-03     0.10s      44.01s       1.10h   
      0.2220  0.12E-02  C  14 P0=0.36E-03     0.10s      44.11s       1.10h   
      0.2233  0.13E-02  C  14 P0=0.36E-03     0.10s      44.21s       1.09h   
      0.2245  0.13E-02  C  14 P0=0.37E-03     0.10s      44.31s       1.09h   
      0.2258  0.13E-02  C  14 P0=0.40E-03     0.10s      44.42s       1.09h   
      0.2272  0.13E-02  C  14 P0=0.41E-03     0.10s      44.52s       1.08h   
      0.2285  0.13E-02  C  14 P0=0.41E-03     0.10s      44.62s       1.08h   
      0.2298  0.13E-02  C  14 P0=0.43E-03     0.10s      44.72s       1.07h   
      0.2313  0.15E-02  C  14 P0=0.42E-03     0.10s      44.83s       1.07h   
      0.2326  0.15E-02  C  14 P0=0.45E-03     0.10s      44.93s       1.07h   
      0.2341  0.15E-02  C  15 P0=0.30E-03     0.11s      45.05s       1.06h   
      0.2354  0.13E-02  C  15 P0=0.28E-03     0.24s      45.29s       1.06h   
      0.2368  0.13E-02  C  14 P0=0.49E-03     0.10s      45.39s       1.06h   
      0.2381  0.13E-02  C  14 P0=0.48E-03     0.11s      45.49s       1.05h   
      0.2394  0.13E-02  C  15 P0=0.40E-03     0.11s      45.61s       1.05h   
      0.2408  0.13E-02  C  15 P0=0.32E-03     0.11s      45.71s       1.05h   
      0.2420  0.12E-02  C  14 P0=0.48E-03     0.24s      45.95s       1.05h   
      0.2432  0.12E-02  C  14 P0=0.46E-03     0.10s      46.05s       1.04h   
      0.2444  0.12E-02  C  14 P0=0.46E-03     0.10s      46.16s       1.04h   
      0.2456  0.12E-02  C  14 P0=0.47E-03     0.15s      46.31s       1.04h   
      0.2468  0.12E-02  C  14 P0=0.48E-03     0.20s      46.51s       1.04h   
      0.2481  0.13E-02  C  14 P0=0.48E-03     0.19s      46.70s       1.04h   
      0.2493  0.13E-02  C  15 P0=0.31E-03     0.20s      46.90s       1.04h   
      0.2506  0.13E-02  C  15 P0=0.38E-03     0.16s      47.07s       1.04h   
      0.2520  0.13E-02  C  15 P0=0.48E-03     0.20s      47.27s       1.03h   
      0.2533  0.13E-02  C  15 P0=0.56E-03     0.11s      47.38s       1.03h   
      0.2545  0.12E-02  C  15 P0=0.39E-03     0.25s      47.63s       1.03h   
      0.2557  0.12E-02  C  15 P0=0.48E-03     0.11s      47.74s       1.03h   
      0.2569  0.12E-02  C  15 P0=0.33E-03     0.11s      47.86s       1.03h   
      0.2581  0.12E-02  C  15 P0=0.40E-03     0.11s      47.97s       1.02h   
      0.2593  0.12E-02  C  15 P0=0.37E-03     0.15s      48.12s       1.02h   
      0.2606  0.13E-02  C  15 P0=0.33E-03     0.11s      48.24s       1.02h   
      0.2617  0.12E-02  C  15 P0=0.35E-03     0.29s      48.52s       1.02h   
      0.2629  0.12E-02  C  15 P0=0.32E-03     0.11s      48.64s       1.02h   
      0.2641  0.12E-02  C  15 P0=0.33E-03     0.16s      48.79s       1.02h   
      0.2653  0.12E-02  C  15 P0=0.32E-03     0.16s      48.95s       1.02h   
      0.2665  0.12E-02  C  15 P0=0.32E-03     0.11s      49.06s       1.01h   
      0.2678  0.13E-02  C  15 P0=0.33E-03     0.16s      49.22s       1.01h   
      0.2690  0.13E-02  C  15 P0=0.35E-03     0.11s      49.33s       1.01h   
      0.2704  0.13E-02  C  15 P0=0.36E-03     0.11s      49.45s       1.01h   
      0.2717  0.13E-02  C  15 P0=0.38E-03     0.11s      49.56s       1.00h   
      0.2730  0.13E-02  C  15 P0=0.36E-03     0.11s      49.68s       1.00h   
      0.2744  0.13E-02  C  15 P0=0.38E-03     0.11s      49.79s      59.96m   
      0.2758  0.15E-02  C  15 P0=0.37E-03     0.11s      49.90s      59.80m   
      0.2770  0.13E-02  C  15 P0=0.38E-03     0.25s      50.16s      59.81m   
      0.2784  0.13E-02  C  15 P0=0.37E-03     0.12s      50.27s      59.66m   
      0.2797  0.13E-02  C  15 P0=0.37E-03     0.12s      50.39s      59.51m   
      0.2810  0.13E-02  C  15 P0=0.37E-03     0.12s      50.51s      59.36m   
      0.2824  0.13E-02  C  15 P0=0.37E-03     0.14s      50.65s      59.23m   
      0.2838  0.15E-02  C  15 P0=0.37E-03     0.12s      50.77s      59.09m   
      0.2852  0.15E-02  C  15 P0=0.41E-03     0.12s      50.89s      58.95m   
      0.2866  0.15E-02  C  15 P0=0.43E-03     0.12s      51.01s      58.78m   
      0.2881  0.15E-02  C  16 P0=0.30E-03     0.14s      51.16s      58.63m   
      0.2896  0.15E-02  C  15 P0=0.41E-03     0.14s      51.30s      58.49m   
      0.2911  0.15E-02  C  16 P0=0.37E-03     0.17s      51.47s      58.38m   
      0.2927  0.16E-02  C  16 P0=0.32E-03     0.15s      51.62s      58.25m   
      0.2940  0.15E-02  C  16 P0=0.44E-03     0.31s      51.93s      58.30m   
      0.2955  0.15E-02  C  16 P0=0.42E-03     0.26s      52.19s      58.29m   
      0.2970  0.15E-02  C  16 P0=0.47E-03     0.19s      52.38s      58.21m   
      0.2985  0.15E-02  C  16 P0=0.46E-03     0.34s      52.72s      58.29m   
      0.3000  0.15E-02  C  16 P0=0.47E-03     0.29s      53.00s      58.31m   
      0.3016  0.16E-02  C  16 P0=0.45E-03     0.18s      53.18s      58.21m   
      0.3029  0.15E-02  C  16 P0=0.43E-03     0.40s      53.58s      58.36m   
      0.3044  0.15E-02  C  16 P0=0.41E-03     0.17s      53.75s      58.25m   
      0.3059  0.15E-02  C  16 P0=0.39E-03     0.29s      54.04s      58.27m   
      0.3074  0.15E-02  C  16 P0=0.38E-03     0.15s      54.19s      58.14m   
      0.3089  0.15E-02  C  16 P0=0.37E-03     0.21s      54.40s      58.09m   
      0.3105  0.16E-02  C  16 P0=0.39E-03     0.19s      54.59s      58.00m   
      0.3118  0.15E-02  C  16 P0=0.38E-03     0.35s      54.94s      58.09m   
      0.3133  0.15E-02  C  16 P0=0.38E-03     0.14s      55.08s      57.96m   
      0.3148  0.15E-02  C  16 P0=0.39E-03     0.21s      55.29s      57.91m   
      0.3163  0.15E-02  C  16 P0=0.42E-03     0.14s      55.43s      57.78m   
      0.3177  0.15E-02  C  16 P0=0.47E-03     0.22s      55.65s      57.73m   
      0.3194  0.16E-02  C  16 P0=0.55E-03     0.14s      55.79s      57.60m   
      0.3207  0.15E-02  C  17 P0=0.61E-03     0.36s      56.15s      57.70m   
      0.3222  0.15E-02  C  18 P0=0.70E-03     0.13s      56.28s      57.56m   
      0.3237  0.15E-02  C  19 P0=0.75E-03     0.21s      56.50s      57.51m   
      0.3250  0.13E-02  C  16 P0=0.27E-03     0.34s      56.83s      57.58m   
      0.3263  0.13E-02  C  16 P0=0.28E-03     0.12s      56.95s      57.46m   
      0.3277  0.13E-02  C  15 P0=0.46E-03     0.15s      57.10s      57.37m   
      0.3290  0.13E-02  C  15 P0=0.45E-03     0.14s      57.24s      57.28m   
      0.3303  0.13E-02  C  15 P0=0.45E-03     0.14s      57.38s      57.18m   
      0.3318  0.15E-02  C  15 P0=0.45E-03     0.14s      57.52s      57.08m   
      0.3331  0.15E-02  C  16 P0=0.28E-03     0.25s      57.77s      57.10m   
      0.3346  0.15E-02  C  16 P0=0.37E-03     4.13s       1.03m       1.02h   
      0.3361  0.15E-02  C  16 P0=0.43E-03     5.57s       1.12m       1.10h   
      0.3374  0.13E-02  C  16 P0=0.28E-03     0.40s       1.13m       1.10h   
      0.3388  0.13E-02  C  16 P0=0.28E-03     0.13s       1.13m       1.10h   
      0.3401  0.13E-02  C  16 P0=0.27E-03     0.15s       1.14m       1.10h   
      0.3414  0.13E-02  C  16 P0=0.27E-03     0.13s       1.14m       1.10h   
      0.3428  0.13E-02  C  16 P0=0.27E-03     0.14s       1.14m       1.09h   
      0.3442  0.15E-02  C  16 P0=0.27E-03     0.12s       1.14m       1.09h   
      0.3456  0.15E-02  C  16 P0=0.29E-03     0.13s       1.14m       1.09h   
      0.3471  0.15E-02  C  16 P0=0.30E-03     0.19s       1.15m       1.09h   
      0.3485  0.15E-02  C  16 P0=0.35E-03     0.14s       1.15m       1.09h   
      0.3500  0.15E-02  C  16 P0=0.47E-03     0.14s       1.15m       1.08h   
      0.3513  0.13E-02  C  16 P0=0.29E-03     0.32s       1.16m       1.08h   
      0.3527  0.13E-02  C  16 P0=0.28E-03     0.24s       1.16m       1.08h   
      0.3540  0.13E-02  C  16 P0=0.27E-03     0.27s       1.17m       1.08h   
      0.3553  0.13E-02  C  16 P0=0.27E-03     0.24s       1.17m       1.08h   
      0.3567  0.13E-02  C  16 P0=0.27E-03     0.24s       1.17m       1.08h   
      0.3582  0.15E-02  C  16 P0=0.27E-03     0.26s       1.18m       1.08h   
      0.3595  0.15E-02  C  16 P0=0.29E-03     0.24s       1.18m       1.08h   
      0.3610  0.15E-02  C  16 P0=0.29E-03     0.17s       1.19m       1.08h   
      0.3624  0.15E-02  C  16 P0=0.32E-03     0.25s       1.19m       1.08h   
      0.3639  0.15E-02  C  16 P0=0.34E-03     0.24s       1.19m       1.08h   
      0.3654  0.15E-02  C  16 P0=0.44E-03     0.24s       1.20m       1.08h   
      0.3671  0.16E-02  C  17 P0=0.48E-03     0.27s       1.20m       1.08h   
      0.3684  0.15E-02  C  17 P0=0.58E-03     0.36s       1.21m       1.08h   
      0.3697  0.13E-02  C  16 P0=0.29E-03     0.41s       1.21m       1.08h   
      0.3710  0.13E-02  C  16 P0=0.29E-03     0.25s       1.22m       1.08h   
      0.3724  0.13E-02  C  16 P0=0.29E-03     0.24s       1.22m       1.08h   
      0.3737  0.13E-02  C  16 P0=0.29E-03     0.26s       1.23m       1.08h   
      0.3750  0.13E-02  C  16 P0=0.29E-03     0.27s       1.23m       1.08h   
      0.3765  0.15E-02  C  16 P0=0.29E-03     0.31s       1.24m       1.08h   
      0.3778  0.15E-02  C  17 P0=0.51E-03     0.25s       1.24m       1.08h   
      0.3793  0.15E-02  C  16 P0=0.31E-03     0.24s       1.25m       1.08h   
      0.3808  0.15E-02  C  17 P0=0.42E-03     0.25s       1.25m       1.08h   
      0.3823  0.15E-02  C  16 P0=0.32E-03     0.22s       1.25m       1.08h   
      0.3838  0.15E-02  C  16 P0=0.34E-03     0.29s       1.26m       1.08h   
      0.3854  0.16E-02  C  16 P0=0.32E-03     0.22s       1.26m       1.07h   
      0.3867  0.15E-02  C  16 P0=0.34E-03     0.36s       1.27m       1.08h   
      0.3882  0.15E-02  C  16 P0=0.32E-03     0.22s       1.27m       1.07h   
      0.3897  0.15E-02  C  16 P0=0.49E-03     0.23s       1.28m       1.07h   
      0.3912  0.15E-02  C  16 P0=0.34E-03     0.23s       1.28m       1.07h   
      0.3927  0.15E-02  C  16 P0=0.38E-03     0.22s       1.28m       1.07h   
      0.3943  0.16E-02  C  16 P0=0.40E-03     0.31s       1.29m       1.07h   
      0.3956  0.15E-02  C  16 P0=0.47E-03     0.27s       1.29m       1.07h   
      0.3971  0.15E-02  C  17 P0=0.43E-03     0.23s       1.30m       1.07h   
      0.3986  0.15E-02  C  17 P0=0.52E-03     0.15s       1.30m       1.07h   
      0.3999  0.13E-02  C  16 P0=0.33E-03     0.28s       1.30m       1.07h   
      0.4012  0.13E-02  C  16 P0=0.34E-03     0.13s       1.31m       1.07h   
      0.4026  0.13E-02  C  16 P0=0.34E-03     0.12s       1.31m       1.06h   
      0.4039  0.13E-02  C  16 P0=0.33E-03     0.13s       1.31m       1.06h   
      0.4052  0.13E-02  C  16 P0=0.36E-03     0.12s       1.31m       1.06h   
      0.4067  0.15E-02  C  16 P0=0.35E-03     0.13s       1.31m       1.06h   
      0.4080  0.15E-02  C  17 P0=0.34E-03     0.15s       1.32m       1.06h   
      0.4095  0.15E-02  C  17 P0=0.30E-03     0.12s       1.32m       1.05h   
      0.4110  0.15E-02  C  17 P0=0.44E-03     0.17s       1.32m       1.05h   
      0.4123  0.13E-02  C  17 U1=0.38E-03     0.29s       1.33m       1.05h   
      0.4137  0.13E-02  C  17 U1=0.33E-03     0.14s       1.33m       1.05h   
      0.4150  0.13E-02  C  16 U1=0.44E-03     0.12s       1.33m       1.05h   
      0.4163  0.13E-02  C  16 U1=0.39E-03     0.13s       1.33m       1.05h   
      0.4177  0.13E-02  C  16 P0=0.36E-03     0.12s       1.33m       1.05h   
      0.4192  0.15E-02  C  16 P0=0.36E-03     0.15s       1.34m       1.04h   
      0.4205  0.15E-02  C  16 P0=0.41E-03     0.12s       1.34m       1.04h   
      0.4220  0.15E-02  C  16 P0=0.40E-03     0.14s       1.34m       1.04h   
      0.4234  0.15E-02  C  16 P0=0.42E-03     0.12s       1.34m       1.04h   
      0.4249  0.15E-02  C  17 P0=0.38E-03     0.15s       1.35m       1.04h   
      0.4264  0.15E-02  C  16 P0=0.47E-03     0.14s       1.35m       1.03h   
      0.4277  0.13E-02  C  16 P0=0.37E-03     0.30s       1.35m       1.04h   
      0.4291  0.13E-02  C  16 P0=0.36E-03     0.12s       1.35m       1.03h   
      0.4304  0.13E-02  C  16 P0=0.37E-03     0.12s       1.36m       1.03h   
      0.4317  0.13E-02  C  16 P0=0.36E-03     0.14s       1.36m       1.03h   
      0.4331  0.13E-02  C  16 P0=0.36E-03     0.12s       1.36m       1.03h   
      0.4346  0.15E-02  C  16 P0=0.36E-03     0.11s       1.36m       1.03h   
      0.4359  0.15E-02  C  16 P0=0.40E-03     0.14s       1.37m       1.03h   
      0.4374  0.15E-02  C  16 P0=0.42E-03     0.12s       1.37m       1.02h   
      0.4388  0.15E-02  C  16 P0=0.47E-03     0.12s       1.37m       1.02h   
      0.4403  0.15E-02  C  17 P0=0.46E-03     0.14s       1.37m       1.02h   
      0.4418  0.15E-02  C  17 P0=0.47E-03     0.13s       1.37m       1.02h   
      0.4431  0.13E-02  C  16 P0=0.37E-03     0.28s       1.38m       1.02h   
      0.4445  0.13E-02  C  16 P0=0.38E-03     0.12s       1.38m       1.02h   
      0.4458  0.13E-02  C  16 P0=0.37E-03     0.15s       1.38m       1.01h   
      0.4471  0.13E-02  C  16 P0=0.37E-03     0.12s       1.38m       1.01h   
      0.4485  0.13E-02  C  16 P0=0.37E-03     0.12s       1.39m       1.01h   
      0.4499  0.15E-02  C  16 P0=0.37E-03     0.12s       1.39m       1.01h   
      0.4513  0.15E-02  C  16 P0=0.44E-03     0.15s       1.39m       1.01h   
      0.4528  0.15E-02  C  16 P0=0.48E-03     0.12s       1.39m       1.01h   
      0.4542  0.15E-02  C  17 P0=0.54E-03     0.13s       1.40m       1.00h   
      0.4557  0.15E-02  C  16 P0=0.55E-03     0.12s       1.40m       1.00h   
      0.4571  0.13E-02  C  16 P0=0.38E-03     0.25s       1.40m       1.00h   
      0.4584  0.13E-02  C  16 P0=0.37E-03     0.12s       1.40m       1.00h   
      0.4597  0.13E-02  C  16 P0=0.37E-03     0.14s       1.41m      59.94m   
      0.4611  0.13E-02  C  16 P0=0.38E-03     0.12s       1.41m      59.84m   
      0.4624  0.13E-02  C  16 P0=0.37E-03     0.12s       1.41m      59.75m   
      0.4639  0.15E-02  C  16 P0=0.37E-03     0.12s       1.41m      59.66m   
      0.4652  0.15E-02  C  16 P0=0.43E-03     0.12s       1.41m      59.57m   
      0.4667  0.15E-02  C  16 P0=0.47E-03     0.12s       1.42m      59.46m   
      0.4682  0.15E-02  C  16 P0=0.57E-03     0.12s       1.42m      59.35m   
      0.4696  0.15E-02  C  18 P0=0.63E-03     0.13s       1.42m      59.25m   
      0.4710  0.13E-02  C  16 P0=0.38E-03     0.25s       1.42m      59.23m   
      0.4723  0.13E-02  C  16 P0=0.40E-03     0.12s       1.43m      59.14m   
      0.4736  0.13E-02  C  16 P0=0.39E-03     0.12s       1.43m      59.05m   
      0.4750  0.13E-02  C  16 P0=0.38E-03     0.12s       1.43m      58.96m   
      0.4763  0.13E-02  C  16 P0=0.39E-03     0.12s       1.43m      58.87m   
